facility_id,report_month,rule_id,description,observed
RIV012,2024-02-29,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
NAS015,2024-04-30,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
LAG003,2023-03-01,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
KAD010,2023-07-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
KAD009,2024-06-30,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
NAS999,2023-12-31,R8,Each facility should have 36 monthly recodrs,27/36 monthly records
BEN004,2022-05-31,R8,Each facility should have 36 monthly recodrs,31/36 monthly records
AKS004,2023-03-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
CRS003,2024-06-30,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
AKS002,2022-09-30,R8,Each facility should have 36 monthly recodrs,33/36 monthly records
AKS009,2022-02-01,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
KAD010,2022-09-01,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
BEN004,2022-01-01,R8,Each facility should have 36 monthly recodrs,31/36 monthly records
AKS010,2024-07-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
LAG006,2023-01-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
NAS006,2022-03-01,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
BEN015,2023-09-30,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
FCT004,2023-08-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
NAS003,2024-05-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
NAS999,2022-02-01,R8,Each facility should have 36 monthly recodrs,27/36 monthly records
AKS015,2024-07-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
NAS015,2024-09-30,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
LAG013,2023-08-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
BEN013,2024-05-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
LAG099,2023-12-01,R8,Each facility should have 36 monthly recodrs,31/36 monthly records
KAD005,2024-02-29,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
AKS008,2022-05-31,R8,Each facility should have 36 monthly recodrs,33/36 monthly records
CRS004,2024-03-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
LAG015,2024-05-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
BEN015,2024-07-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
FCT013,2023-08-31,R8,Each facility should have 36 monthly recodrs,32/36 monthly records
RIV003,2024-12-01,R8,Each facility should have 36 monthly recodrs,33/36 monthly records
FCT004,2023-01-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
NAS010,2022-09-30,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
AKS009,2022-04-30,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
XXX999,2023-11-30,R8,Each facility should have 36 monthly recodrs,29/36 monthly records
BEN005,2023-02-28,R8,Each facility should have 36 monthly recodrs,31/36 monthly records
LAG006,2024-10-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
FCT006,2023-10-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
KAD003,2024-07-31,R8,Each facility should have 36 monthly recodrs,33/36 monthly records
LAG007,2024-07-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
FCT009,2022-08-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
AKS008,2022-12-31,R8,Each facility should have 36 monthly recodrs,33/36 monthly records
NAS999,2022-02-28,R8,Each facility should have 36 monthly recodrs,27/36 monthly records
CRS003,2022-07-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
FCT006,2022-10-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
RIV006,2023-02-28,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
AKS002,2023-09-30,R8,Each facility should have 36 monthly recodrs,33/36 monthly records
FCT013,2024-08-31,R8,Each facility should have 36 monthly recodrs,32/36 monthly records
FCT005,2023-12-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
FCT004,2022-05-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
RIV004,2024-09-30,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
BEN005,2022-12-31,R8,Each facility should have 36 monthly recodrs,31/36 monthly records
NAS999,2023-07-31,R8,Each facility should have 36 monthly recodrs,27/36 monthly records
BEN007,2022-01-01,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
RIV008,2023-06-30,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
BEN015,2024-06-30,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
LAG004,2024-04-01,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
NAS011,2022-12-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
RIV004,2024-11-30,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
NAS011,2023-07-01,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
KAD001,2024-09-30,R8,Each facility should have 36 monthly recodrs,33/36 monthly records
FCT008,2024-08-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
BEN006,2022-05-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
AKS004,2022-06-30,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
KAD004,2024-03-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
AKS008,2024-11-30,R8,Each facility should have 36 monthly recodrs,33/36 monthly records
BEN004,2024-05-31,R8,Each facility should have 36 monthly recodrs,31/36 monthly records
BEN006,2023-01-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
BEN007,2022-11-30,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
AKS001,2023-01-31,R8,Each facility should have 36 monthly recodrs,33/36 monthly records
KAD006,2022-12-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
AKS009,2024-11-30,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
RIV008,2023-02-28,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
KAD010,2022-06-30,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
RIV014,2023-08-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
CRS004,2022-06-30,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
BEN011,2022-01-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
RIV006,2023-05-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
CRS009,2023-01-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
KAD013,2024-06-30,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
LAG099,2024-07-01,R8,Each facility should have 36 monthly recodrs,31/36 monthly records
FCT001,2023-09-30,R8,Each facility should have 36 monthly recodrs,33/36 monthly records
FCT013,2022-09-30,R8,Each facility should have 36 monthly recodrs,32/36 monthly records
LAG009,2022-01-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
CRS009,2023-02-28,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
LAG001,2024-08-31,R8,Each facility should have 36 monthly recodrs,32/36 monthly records
RIV015,2024-01-31,R8,Each facility should have 36 monthly recodrs,33/36 monthly records
BEN006,2023-08-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
KAD008,2023-05-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
CRS014,2024-06-30,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
CRS007,2023-06-01,R8,Each facility should have 36 monthly recodrs,33/36 monthly records
KAD011,2023-02-28,R8,Each facility should have 36 monthly recodrs,31/36 monthly records
NAS015,2023-04-01,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
KAD013,2022-03-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
RIV005,2022-07-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
BEN007,2022-04-30,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
NAS014,2023-04-01,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
BEN015,2022-11-30,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
LAG010,2024-09-30,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
FCT004,2024-06-30,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
NAS014,2023-02-28,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
CRS011,2023-12-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
KAD006,2024-04-30,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
KAD005,2023-09-30,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
XXX999,2023-09-30,R8,Each facility should have 36 monthly recodrs,29/36 monthly records
NAS012,2023-11-30,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
BEN015,2022-09-30,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
LAG002,2024-07-01,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
RIV004,2023-06-30,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
KAD011,2023-07-31,R8,Each facility should have 36 monthly recodrs,31/36 monthly records
RIV014,2022-10-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
CRS011,2024-08-01,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
BEN006,2022-08-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
BEN009,2024-04-30,R8,Each facility should have 36 monthly recodrs,33/36 monthly records
KAD010,2022-07-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
AKS008,2023-03-31,R8,Each facility should have 36 monthly recodrs,33/36 monthly records
AKS002,2024-04-30,R8,Each facility should have 36 monthly recodrs,33/36 monthly records
FCT001,2022-12-31,R8,Each facility should have 36 monthly recodrs,33/36 monthly records
BEN003,2024-05-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
FCT014,2023-01-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
KAD010,2023-11-30,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
LAG099,2024-08-31,R8,Each facility should have 36 monthly recodrs,31/36 monthly records
AKS015,2022-05-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
FCT006,2023-04-30,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
BEN003,2024-04-01,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
RIV015,2023-02-01,R8,Each facility should have 36 monthly recodrs,33/36 monthly records
RIV011,2022-09-30,R8,Each facility should have 36 monthly recodrs,33/36 monthly records
NAS015,2024-01-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
LAG008,2024-05-01,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
AKS010,2024-11-30,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
AKS009,2022-12-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
RIV013,2024-08-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
LAG003,2024-10-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
RIV007,2022-06-01,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
BEN007,2023-10-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
BEN006,2022-02-28,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
FCT011,2022-10-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
KAD008,2023-03-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
BEN015,2022-01-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
NAS015,2023-03-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
AKS004,2022-01-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
LAG001,2022-08-31,R8,Each facility should have 36 monthly recodrs,32/36 monthly records
BEN003,2023-12-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
AKS002,2023-11-30,R8,Each facility should have 36 monthly recodrs,33/36 monthly records
AKS003,2022-05-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
CRS011,2022-12-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
AKS011,2022-09-30,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
FCT011,2024-11-30,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
RIV007,2024-06-30,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
BEN008,2022-07-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
BEN006,2022-09-01,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
BEN008,2024-05-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
KAD003,2022-03-01,R8,Each facility should have 36 monthly recodrs,33/36 monthly records
NAS006,2024-09-30,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
LAG015,2023-07-01,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
KAD005,2023-05-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
TMP001,2022-11-30,R8,Each facility should have 36 monthly recodrs,27/36 monthly records
AKS004,2023-05-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
KAD001,2022-02-28,R8,Each facility should have 36 monthly recodrs,33/36 monthly records
NAS015,2024-06-30,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
NAS001,2024-02-29,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
LAG007,2023-01-01,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
AKS013,2022-11-30,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
NAS012,2023-06-30,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
KAD013,2022-11-30,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
AKS010,2022-01-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
BEN004,2024-02-29,R8,Each facility should have 36 monthly recodrs,31/36 monthly records
BEN004,2023-01-31,R8,Each facility should have 36 monthly recodrs,31/36 monthly records
CRS011,2024-01-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
KAD005,2022-01-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
